carel_codigo,carel_tipo,carel_diametro,carel_paso,carel_largo,carel_grado,carel_sistema,carel_descripcion,match_codigo,match_tipo,match_diametro,match_paso,match_largo,match_grado,match_sistema,match_precio_unitario,match_proveedor,match_descripcion,match_score,match_type,notas
BHG2NC047012Z,bulón,3/16,2.0,,,imperial,BULON HEXAGONAL G2 3/16-UNC-1/2 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC047016Z,bulón,3/16,2.0,,,imperial,BULON HEXAGONAL G2 3/16-UNC-5/8 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC047019Z,bulón,3/16,2.0,,,imperial,BULON HEXAGONAL G2 3/16-UNC-3/4 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC047022Z,bulón,3/16,2.0,,,imperial,BULON HEXAGONAL G2 3/16-UNC-7/8 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC047025Z,bulón,3/16,2.0,,,imperial,BULON HEXAGONAL G2 3/16-UNC-1 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC047032Z,bulón,3/16,2.0,,,imperial,"BULON HEXAGONAL G2 3/16-UNC-1,1/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC047038Z,bulón,3/16,2.0,,,imperial,"BULON HEXAGONAL G2 3/16-UNC-1,1/2 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC047044Z,bulón,3/16,2.0,,,imperial,"BULON HEXAGONAL G2 3/16-UNC-1,3/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC047050Z,bulón,3/16,2.0,,,imperial,BULON HEXAGONAL G2 3/16-UNC-2 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC065009Z,bulón,1/4,2.0,,,imperial,BULON HEXAGONAL G2 1/4-UNC-3/8 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC065012Z,bulón,1/4,2.0,,,imperial,BULON HEXAGONAL G2 1/4-UNC-1/2 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC065016Z,bulón,1/4,2.0,,,imperial,BULON HEXAGONAL G2 1/4-UNC-5/8 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC065019Z,bulón,1/4,2.0,,,imperial,BULON HEXAGONAL G2 1/4-UNC-3/4 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC065022Z,bulón,1/4,2.0,,,imperial,BULON HEXAGONAL G2 1/4-UNC-7/8 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC065025Z,bulón,1/4,2.0,,,imperial,BULON HEXAGONAL G2 1/4-UNC-1 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC065032Z,bulón,1/4,2.0,,,imperial,"BULON HEXAGONAL G2 1/4-UNC-1,1/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC065038Z,bulón,1/4,2.0,,,imperial,"BULON HEXAGONAL G2 1/4-UNC-1,1/2 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC065044Z,bulón,1/4,2.0,,,imperial,"BULON HEXAGONAL G2 1/4-UNC-1,3/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC065050Z,bulón,1/4,2.0,,,imperial,BULON HEXAGONAL G2 1/4-UNC-2 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC065056Z,bulón,1/4,2.0,,,imperial,"BULON HEXAGONAL G2 1/4-UNC-2,1/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC065063Z,bulón,1/4,2.0,,,imperial,"BULON HEXAGONAL G2 1/4-UNC-2,1/2 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC065070Z,bulón,1/4,2.0,,,imperial,"BULON HEXAGONAL G2 1/4-UNC-2,3/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC065076Z,bulón,1/4,2.0,,,imperial,BULON HEXAGONAL G2 1/4-UNC-3 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC065082Z,bulón,1/4,2.0,,,imperial,"BULON HEXAGONAL G2 1/4-UNC-3,1/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC065090Z,bulón,1/4,2.0,,,imperial,"BULON HEXAGONAL G2 1/4-UNC-3,1/2 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC065100Z,bulón,1/4,2.0,,,imperial,BULON HEXAGONAL G2 1/4-UNC-4 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC065110Z,bulón,1/4,2.0,,,imperial,"BULON HEXAGONAL G2 1/4-UNC-4,1/2 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC065125Z,bulón,1/4,2.0,,,imperial,BULON HEXAGONAL G2 1/4-UNC-5 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC065140Z,bulón,1/4,2.0,,,imperial,"BULON HEXAGONAL G2 1/4-UNC-5,1/2 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC065155Z,bulón,1/4,2.0,,,imperial,BULON HEXAGONAL G2 1/4-UNC-6 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC065175Z,bulón,1/4,2.0,,,imperial,BULON HEXAGONAL G2 1/4-UNC-7 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC079012Z,bulón,5/16,2.0,,,imperial,BULON HEXAGONAL G2 5/16-UNC-1/2 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC079016Z,bulón,5/16,2.0,,,imperial,BULON HEXAGONAL G2 5/16-UNC-5/8 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC079019Z,bulón,5/16,2.0,,,imperial,BULON HEXAGONAL G2 5/16-UNC-3/4 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC079022Z,bulón,5/16,2.0,,,imperial,BULON HEXAGONAL G2 5/16-UNC-7/8 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC079032Z,bulón,5/16,2.0,,,imperial,"BULON HEXAGONAL G2 5/16-UNC-1,1/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC079038Z,bulón,5/16,2.0,,,imperial,"BULON HEXAGONAL G2 5/16-UNC-1,1/2 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC079044Z,bulón,5/16,2.0,,,imperial,"BULON HEXAGONAL G2 5/16-UNC-1,3/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC079050Z,bulón,5/16,2.0,,,imperial,BULON HEXAGONAL G2 5/16-UNC-2 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC079056Z,bulón,5/16,2.0,,,imperial,"BULON HEXAGONAL G2 5/16-UNC-2,1/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC079063Z,bulón,5/16,2.0,,,imperial,"BULON HEXAGONAL G2 5/16-UNC-2,1/2 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC079070Z,bulón,5/16,2.0,,,imperial,"BULON HEXAGONAL G2 5/16-UNC-2,3/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC079076Z,bulón,5/16,2.0,,,imperial,BULON HEXAGONAL G2 5/16-UNC-3 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC079082Z,bulón,5/16,2.0,,,imperial,"BULON HEXAGONAL G2 5/16-UNC-3,1/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC079090Z,bulón,5/16,2.0,,,imperial,"BULON HEXAGONAL G2 5/16-UNC-3,1/2 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC079096Z,bulón,5/16,2.0,,,imperial,"BULON HEXAGONAL G2 5/16-UNC-3,3/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC079100Z,bulón,5/16,2.0,,,imperial,BULON HEXAGONAL G2 5/16-UNC-4 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC079110Z,bulón,5/16,2.0,,,imperial,"BULON HEXAGONAL G2 5/16-UNC-4,1/2 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC079125Z,bulón,5/16,2.0,,,imperial,BULON HEXAGONAL G2 5/16-UNC-5 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC079140Z,bulón,5/16,2.0,,,imperial,"BULON HEXAGONAL G2 5/16-UNC-5,1/2 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC079155Z,bulón,5/16,2.0,,,imperial,BULON HEXAGONAL G2 5/16-UNC-6 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC079175Z,bulón,5/16,2.0,,,imperial,BULON HEXAGONAL G2 5/16-UNC-7 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC079200Z,bulón,5/16,2.0,,,imperial,BULON HEXAGONAL G2 5/16-UNC-8 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC095012Z,bulón,3/8,2.0,,,imperial,BULON HEXAGONAL G2 3/8-UNC-1/2 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC095016Z,bulón,3/8,2.0,,,imperial,BULON HEXAGONAL G2 3/8-UNC-5/8 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC095019Z,bulón,3/8,2.0,,,imperial,BULON HEXAGONAL G2 3/8-UNC-3/4 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC095022Z,bulón,3/8,2.0,,,imperial,BULON HEXAGONAL G2 3/8-UNC-7/8 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC095025Z,bulón,3/8,2.0,,,imperial,BULON HEXAGONAL G2 3/8-UNC-1/ ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC095032Z,bulón,3/8,2.0,,,imperial,"BULON HEXAGONAL G2 3/8-UNC-1,1/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC095038Z,bulón,3/8,2.0,,,imperial,"BULON HEXAGONAL G2 3/8-UNC-1,1/2 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC095044Z,bulón,3/8,2.0,,,imperial,"BULON HEXAGONAL G2 3/8-UNC-1,3/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC095050Z,bulón,3/8,2.0,,,imperial,BULON HEXAGONAL G2 3/8-UNC-2 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC095056Z,bulón,3/8,2.0,,,imperial,"BULON HEXAGONAL G2 3/8-UNC-2,1/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC095063Z,bulón,3/8,2.0,,,imperial,"BULON HEXAGONAL G2 3/8-UNC-2,1/2 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC095070Z,bulón,3/8,2.0,,,imperial,"BULON HEXAGONAL G2 3/8-UNC-2,3/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC095076Z,bulón,3/8,2.0,,,imperial,BULON HEXAGONAL G2 3/8-UNC-3 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC095082Z,bulón,3/8,2.0,,,imperial,"BULON HEXAGONAL G2 3/8-UNC-3,1/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC095090Z,bulón,3/8,2.0,,,imperial,"BULON HEXAGONAL G2 3/8-UNC-3,1/2 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC095100Z,bulón,3/8,2.0,,,imperial,BULON HEXAGONAL G2 3/8-UNC-4 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC095110Z,bulón,3/8,2.0,,,imperial,"BULON HEXAGONAL G2 3/8-UNC-4,1/2 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC095125Z,bulón,3/8,2.0,,,imperial,BULON HEXAGONAL G2 3/8-UNC-5 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC095140Z,bulón,3/8,2.0,,,imperial,"BULON HEXAGONAL G2 3/8-UNC-5,1/2 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC095155Z,bulón,3/8,2.0,,,imperial,BULON HEXAGONAL G2 3/8-UNC-6 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC095159Z,bulón,3/8,2.0,,,imperial,"BULON HEXAGONAL G2 3/8-UNC-6,1/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC095175Z,bulón,3/8,2.0,,,imperial,BULON HEXAGONAL G2 3/8-UNC-7 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC095200Z,bulón,3/8,2.0,,,imperial,BULON HEXAGONAL G2 3/8-UNC-8 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC095228Z,bulón,3/8,2.0,,,imperial,BULON HEXAGONAL G2 3/8-UNC-9 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC110250Z,bulón,7/16,2.0,,,imperial,BULON HEXAGONAL G2 7/16-UNC-10 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC110019Z,bulón,7/16,2.0,,,imperial,BULON HEXAGONAL G2 7/16-UNC-3/4 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC110022Z,bulón,7/16,2.0,,,imperial,BULON HEXAGONAL G2 7/16-UNC-7/8 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC110025Z,bulón,7/16,2.0,,,imperial,BULON HEXAGONAL G2 7/16-UNC-1 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC110032Z,bulón,7/16,2.0,,,imperial,"BULON HEXAGONAL G2 7/16-UNC-1,1/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC110038Z,bulón,7/16,2.0,,,imperial,"BULON HEXAGONAL G2 7/16-UNC-1,1/2 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC110044Z,bulón,7/16,2.0,,,imperial,"BULON HEXAGONAL G2 7/16-UNC-1,3/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC110050Z,bulón,7/16,2.0,,,imperial,BULON HEXAGONAL G2 7/16-UNC-2 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC110056Z,bulón,7/16,2.0,,,imperial,"BULON HEXAGONAL G2 7/16-UNC-2,1/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC110063Z,bulón,7/16,2.0,,,imperial,"BULON HEXAGONAL G2 7/16-UNC-2,1/2 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC110070Z,bulón,7/16,2.0,,,imperial,"BULON HEXAGONAL G2 7/16-UNC-2,3/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC110076Z,bulón,7/16,2.0,,,imperial,BULON HEXAGONAL G2 7/16-UNC-3 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC110082Z,bulón,7/16,2.0,,,imperial,"BULON HEXAGONAL G2 7/16-UNC-3,1/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC110090Z,bulón,7/16,2.0,,,imperial,"BULON HEXAGONAL G2 7/16-UNC-3,1/2 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC110100Z,bulón,7/16,2.0,,,imperial,BULON HEXAGONAL G2 7/16-UNC-4 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC110110Z,bulón,7/16,2.0,,,imperial,"BULON HEXAGONAL G2 7/16-UNC-4,1/2 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC110125Z,bulón,7/16,2.0,,,imperial,BULON HEXAGONAL G2 7/16-UNC-5 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC110140Z,bulón,7/16,2.0,,,imperial,"BULON HEXAGONAL G2 7/16-UNC-5,1/2 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC110155Z,bulón,7/16,2.0,,,imperial,BULON HEXAGONAL G2 7/16-UNC-6 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC110175Z,bulón,7/16,2.0,,,imperial,BULON HEXAGONAL G2 7/16-UNC-7 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC110200Z,bulón,7/16,2.0,,,imperial,BULON HEXAGONAL G2 7/16-UNC-8 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC110228Z,bulón,7/16,2.0,,,imperial,BULON HEXAGONAL G2 7/16-UNC-9 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC110254Z,bulón,7/16,2.0,,,imperial,BULON HEXAGONAL G2 7/16-UNC-10 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC125019Z,bulón,1/2,2.0,,,imperial,BULON HEXAGONAL G2 1/2-UNC-3/4 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC125022Z,bulón,1/2,2.0,,,imperial,BULON HEXAGONAL G2 1/2-UNC-7/8 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC125025Z,bulón,1/2,2.0,,,imperial,BULON HEXAGONAL G2 1/2-UNC-1 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC125032Z,bulón,1/2,2.0,,,imperial,"BULON HEXAGONAL G2 1/2-UNC-1,1/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC125038Z,bulón,1/2,2.0,,,imperial,"BULON HEXAGONAL G2 1/2-UNC-1,1/2 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC125044Z,bulón,1/2,2.0,,,imperial,"BULON HEXAGONAL G2 1/2-UNC-1,3/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC125050Z,bulón,1/2,2.0,,,imperial,BULON HEXAGONAL G2 1/2-UNC-2 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC125056Z,bulón,1/2,2.0,,,imperial,"BULON HEXAGONAL G2 1/2-UNC-2,1/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC125063Z,bulón,1/2,2.0,,,imperial,"BULON HEXAGONAL G2 1/2-UNC-2,1/2 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC125070Z,bulón,1/2,2.0,,,imperial,"BULON HEXAGONAL G2 1/2-UNC-2,3/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC125076Z,bulón,1/2,2.0,,,imperial,BULON HEXAGONAL G2 1/2-UNC-3 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC125082Z,bulón,1/2,2.0,,,imperial,"BULON HEXAGONAL G2 1/2-UNC-3,1/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC125090Z,bulón,1/2,2.0,,,imperial,"BULON HEXAGONAL G2 1/2-UNC-3,1/2 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC125100Z,bulón,1/2,2.0,,,imperial,BULON HEXAGONAL G2 1/2-UNC-4 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC125110Z,bulón,1/2,2.0,,,imperial,"BULON HEXAGONAL G2 1/2-UNC-4,1/2 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC125125Z,bulón,1/2,2.0,,,imperial,BULON HEXAGONAL G2 1/2-UNC-5 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC125140Z,bulón,1/2,2.0,,,imperial,"BULON HEXAGONAL G2 1/2-UNC-5,1/2 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC125155Z,bulón,1/2,2.0,,,imperial,BULON HEXAGONAL G2 1/2-UNC-6 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC125175Z,bulón,1/2,2.0,,,imperial,BULON HEXAGONAL G2 1/2-UNC-7 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC125200Z,bulón,1/2,2.0,,,imperial,BULON HEXAGONAL G2 1/2-UNC-8 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC125228Z,bulón,1/2,2.0,,,imperial,BULON HEXAGONAL G2 1/2-UNC-9 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC125254Z,bulón,1/2,2.0,,,imperial,BULON HEXAGONAL G2 1/2-UNC-10 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2WH125019Z,bulón,,,,,otro,BULON HEXAGONAL G2 1/2-WHT-3/4 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2WH125022Z,bulón,,,,,otro,BULON HEXAGONAL G2 1/2-WHT-7/8 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2WH125025Z,bulón,,,,,otro,BULON HEXAGONAL G2 1/2-WHT-1 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2WH125032Z,bulón,,,,,otro,"BULON HEXAGONAL G2 1/2-WHT-1,1/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2WH125038Z,bulón,,,,,otro,"BULON HEXAGONAL G2 1/2-WHT-1,1/2 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2WH125044Z,bulón,,,,,otro,"BULON HEXAGONAL G2 1/2-WHT-1,3/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2WH125050Z,bulón,,,,,otro,BULON HEXAGONAL G2 1/2-WHT-2 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2WH125056Z,bulón,,,,,otro,"BULON HEXAGONAL G2 1/2-WHT-2,1/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2WH125063Z,bulón,,,,,otro,"BULON HEXAGONAL G2 1/2-WHT-2,1/2 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2WH125070Z,bulón,,,,,otro,"BULON HEXAGONAL G2 1/2-WHT-2,3/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2WH125076Z,bulón,,,,,otro,BULON HEXAGONAL G2 1/2-WHT-3 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2WH125082Z,bulón,,,,,otro,"BULON HEXAGONAL G2 1/2-WHT-3,1/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2WH125090Z,bulón,,,,,otro,"BULON HEXAGONAL G2 1/2-WHT-3,1/2 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2WH125100Z,bulón,,,,,otro,BULON HEXAGONAL G2 1/2-WHT-4 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2WH125110Z,bulón,,,,,otro,"BULON HEXAGONAL G2 1/2-WHT-4,1/2 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2WH125125Z,bulón,,,,,otro,BULON HEXAGONAL G2 1/2-WHT-5 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2WH125140Z,bulón,,,,,otro,"BULON HEXAGONAL G2 1/2-WHT-5,1/2 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2WH125155Z,bulón,,,,,otro,BULON HEXAGONAL G2 1/2-WHT-6 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2WH125175Z,bulón,,,,,otro,BULON HEXAGONAL G2 1/2-WHT-7 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2WH125200Z,bulón,,,,,otro,BULON HEXAGONAL G2 1/2-WHT-8 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2WH125210Z,bulón,,,,,otro,"BULON HEXAGONAL G2 1/2-WHT-8,1/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2WH125228Z,bulón,,,,,otro,BULON HEXAGONAL G2 1/2-WHT-9 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2WH125254Z,bulón,,,,,otro,BULON HEXAGONAL G2 1/2-WHT-10 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC140025Z,bulón,9/16,2.0,,,imperial,BULON HEXAGONAL G2 9/16-UNC-1 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC140032Z,bulón,9/16,2.0,,,imperial,"BULON HEXAGONAL G2 9/16-UNC-1,1/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC140038Z,bulón,9/16,2.0,,,imperial,"BULON HEXAGONAL G2 9/16-UNC-1,1/2 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC140044Z,bulón,9/16,2.0,,,imperial,"BULON HEXAGONAL G2 9/16-UNC-1,3/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC140050Z,bulón,9/16,2.0,,,imperial,BULON HEXAGONAL G2 9/16-UNC-2 ZINC,,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC140056Z,bulón,9/16,2.0,,,imperial,"BULON HEXAGONAL G2 9/16-UNC-2,1/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC140063Z,bulón,9/16,2.0,,,imperial,"BULON HEXAGONAL G2 9/16-UNC-2,1/2 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
BHG2NC140070Z,bulón,9/16,2.0,,,imperial,"BULON HEXAGONAL G2 9/16-UNC-2,3/4 ZINC",,,,,,,,,,,0.0,no_match,Sin coincidencia encontrada
