codigo,descripcion_original,descripcion_borroni
>TIHG2NC079090Z,"TIRAFONDO G2 5/16-UNC-3,1/2 ZINC",
>TIHG2NC079100Z,TIRAFONDO G2 5/16-UNC-4 ZINC,
>TIHG2NC079110Z,"TIRAFONDO G2 5/16-UNC-4,1/2 ZINC",
>TIHG2NC079125Z,TIRAFONDO G2 5/16-UNC-5 ZINC,
>TIHG2NC079140Z,"TIRAFONDO G2 5/16-UNC-5,1/2 ZINC",
>TIHG2NC079155Z,TIRAFONDO G2 5/16-UNC-6 ZINC,
>TIHG2NC095032Z,TIRAFONDO G2 3/8-UNC-1 1/4 ZINC,
>TIHG2NC095038Z,"TIRAFONDO G2 3/8-UNC-1,1/2 ZINC",
>TIHG2NC095044Z,"TIRAFONDO G2 3/8-UNC-1,3/4 ZINC",
>TIHG2NC095050Z,TIRAFONDO G2 3/8-UNC-2 ZINC,
>TIHG2NC095056Z,"TIRAFONDO G2 3/8-UNC-2,1/4 ZINC",
>TIHG2NC095063Z,"TIRAFONDO G2 3/8-UNC-2,1/2 ZINC",
>TIHG2NC095070Z,"TIRAFONDO G2 3/8-UNC-2,3/4 ZINC",
>TIHG2NC095076Z,TIRAFONDO G2 3/8-UNC-3 ZINC,
>TIHG2NC095082Z,"TIRAFONDO G2 3/8-UNC-3,1/4 ZINC",
>TIHG2NC095090Z,"TIRAFONDO G2 3/8-UNC-3,1/2 ZINC",
>TIHG2NC095100Z,TIRAFONDO G2 3/8-UNC-4 ZINC,
>TIHG2NC095110Z,"TIRAFONDO G2 3/8-UNC-4,1/2 ZINC",
>TIHG2NC095125Z,TIRAFONDO G2 3/8-UNC-5 ZINC,
>TIHG2NC095140Z,"TIRAFONDO G2 3/8-UNC-5,1/2 ZINC",
>TIHG2NC095155Z,TIRAFONDO G2 3/8-UNC-6 ZINC,
>APC079N,ARANDELA PLANA COMUN 5/16 NAT,
>APC095N,ARANDELA PLANA COMUN 3/8 NAT,
>APC110N,ARANDELA PLANA COMUN 7/16 NAT,
>APC031Z,ARANDELA PLANA COMUN 1/8 ZINC,
>APC039Z,ARANDELA PLANA COMUN 5/32 ZINC,ARANDELAS PLANAS 5/32
>APC047Z,ARANDELA PLANA COMUN 3/16 ZINC,
>APC065Z,ARANDELA PLANA COMUN 1/4 ZINC,
>APC079Z,ARANDELA PLANA COMUN 5/16 ZINC,
>APC095Z,ARANDELA PLANA COMUN 3/8 ZINC,
>APC110Z,ARANDELA PLANA COMUN 7/16 ZINC,
>APC125Z,ARANDELA PLANA COMUN 1/2 ZINC,
>APC140Z,ARANDELA PLANA COMUN 9/16 ZINC,ARANDELAS PLANAS 9/16
>APC160Z,ARANDELA PLANA COMUN 5/8 ZINC,
>APC190Z,ARANDELA PLANA COMUN 3/4 ZINC,
>APC220Z,ARANDELA PLANA COMUN 7/8 ZINC,
>APC250Z,ARANDELA PLANA COMUN 1 ZINC,
>APC281Z,ARANDELA PLANA COMUN 1 1/8 ZINC,
>APC315Z,ARANDELA PLANA COMUN 1 1/4 ZINC,
>APC345Z,ARANDELA PLANA COMUN 1 3/8 ZINC,
>APC375Z,ARANDELA PLANA COMUN 1 1/2 ZINC,
>APC440Z,ARANDELA PLANA COMUN 1 3/4 ZINC,
>APC500Z,ARANDELA PLANA COMUN 2 ZINC,
>CONJ-P306,CONJ-PEUGEOT 306,
>TUTHCG2MB12D,"TCA .HEX.TORN CONTRAT. G2 M12-1,5 DICRO",
>TUTHCG2MBI12D,"TCA .HEX.TORN CONTRAT. G2 M12-1,5I DICRO",
>TUTHCG2MB16D,"TCA .HEX.TORN CONTRAT. G2 M16-1,5 DICRO",
>BMG5MA10030N,"BULON MOLETEADO (8,8) M10-1,5-35 NEGRO",
>CONJ-R12INF,CONJ-R-12 INFERIOR,
>CONJ-R12SUP,CONJ-R-12 SUPERIOR,
>CONJ-R18IMF,CONJ-R-18 INFERIOR,
>CONJ-R18SUP,CONJ-R-18 SUPERIOR,
>CONJ-GOL,CONJ-GOL MB,
>CONJ-R9,CONJ-R-9,
>CONJ-R21,CONJ-CONJUNTO RENAULT 21,
>CONJ-R11,CONJ-R-11,
>CONJ-FIEST,CONJ-FIESTA,
>CONJ-KA,CONJ-FORD  KA,
>CONJ-MOND,CONJ-FORD MONDEO,
>CONJ-PART,CONJ-PEUGEOT PARTNER,
>CONJ-PALIO,CONJ-PALIO,
>CONJ-SIERR,CONJ-SIERRA,
>CONJ-GOLF,CONJ-GOLF,
>CONJ-ORION,CONJ-ORION,
>CONJ-R19,CONJ-R19,
>CONJ-GACEL,CONJ-GACEL,
>CONJ-TRAF,CONJ-TRAFIC,
>CONJ-CHEV63/78,CONJ-CHEVROLET 63-78,
>CONJ-FALCINF,CONJ-FORD FALCON INFERIOR,
>CONJ-FALCSUP,CONJ-FORD FALCON SUPERIOR,
>CONJ-COR+98,CONJ-CORSA DSP. AÃO 98,
>CONJ-DUCMV,CONJ-CONJUNTO DUCATO MOD VIEJO,
>CONJ-DUCMN,CONJ-CONJUNTO DUCATO MOD NUEVO,
>CONJ-BOXER,CONJ-CONJUNTO BOXER,
>CONJ-GMC10,CONJ-CONJUNTO CHEVRLET - GMC10,
>CONJ-ISUZU,CONJ-CONJUNTO ISUZU,
>CONJ-TAUNSUP,CONJ-CONJUNTO TAUNUS SUPERIOR,
>CONJ-TAUNINF,CONJ-CONJUNTO TAUNUS INFERIOR,
>CONJ-CLIOHEM,CONJ-CONJUNTO ESTREMO CLIO HEMBRA,
>CONJ-ACF100,CONJ-CONJUNTO ACOPLE F100,
>CONJ-R6INF,CONJ-CONJUNTO R6 INFERIOR,
>CONJ-R6SUP,CONJ-CONJUNTO R6 SUPERIOR,
>CONJ-TRANS,CONJ-CONJUNTO TRANSIT,
>CONJ-06020X2,CONJ-EMPAQUETADO M 6x20 (x2),
>CONJ-06020X4,CONJ-EMPAQUETADO M 6x20 (x4),
>CONJ-07020X2,CONJ-EMPAQUETADO M 7x20 (x2),
>CONJ-07020X4,CONJ-EMPAQUETADO M 7x20 (x4),
>CONJ-07025X2,CONJ-EMPAQUETADO M 7x25 (x2),
>CONJ-07025X4,CONJ-EMPAQUETADO M 7x25 (x4),
>CONJ-08025X2,CONJ-EMPAQUETADO M 8x25 (x2),
>CONJ-08025X3,CONJ-EMPAQUETADO M 8x25 (x3),
>CONJ-08025X4,CONJ-EMPAQUETADO M 8x25 (x4),
>CONJ-08030X4,CONJ-EMPAQUETADO M 8x30 (x4),
>CONJ-10030X2,CONJ-EMPAQUETADO M10x30 (x2),
>CONJ-10030X3,CONJ-EMPAQUETADO M10x30 (x3),
>CONJ-10030X4,CONJ-EMPAQUETADO M10x30 (x4),
>CONJ-12030X2,CONJ-EMPAQUETADO M12x30 (x2),
>CONJ-12030X4,CONJ-EMPAQUETADO M12x30 (x3),
>BCRG2WH065025Z,BUL. C/RED. C/ CUAD. G2 1/4-WH- 1 ZINC,
>BCRG2WH065032Z,"BUL. C/RED. C/ CUAD. G2 1/4-WH- 1,1/4 ZINC",
>BCRG2WH065038Z,"BUL. C/RED. C/ CUAD. G2 1/4-WH- 1,1/2 ZINC",
>BCRG2WH065044Z,"BUL. C/RED. C/ CUAD. G2 1/4-WH- 1,3/4 ZINC",
>BCRG2WH065056Z,"BUL. C/RED. C/ CUAD. G2 1/4-WH- 2,1/4 ZINC",
>BCRG2WH079044Z,"BUL. C/RED. C/ CUAD. G2 5/16-WH- 1,3/4 ZINC",
>BCRG2WH079050Z,BUL. C/RED. C/ CUAD. G2 5/16-WH- 2 ZINC,
>BCRG2WH079056Z,"BUL. C/RED. C/ CUAD. G2 5/16-WH- 2,1/4 ZINC",
>BCRG2WH079063Z,"BUL. C/RED. C/ CUAD. G2 5/16-WH- 2,1/2 ZINC",
>BCRG2WH079070Z,"BUL. C/RED. C/ CUAD. G2 5/16-WH- 2,3/4 ZINC",
>BCRG2WH079076Z,BUL. C/RED. C/ CUAD. G2 5/16-WH- 3 ZINC,
>BCRG2WH079082Z,"BUL. C/RED. C/ CUAD. G2 5/16-WH- 3,1/4 ZINC",
>BCRG2WH079090Z,"BUL. C/RED. C/ CUAD. G2 5/16-WH- 3,1/2 ZINC",
>BCRG2WH095050Z,BUL. C/RED. C/ CUAD. G2 3/8-WH- 2 ZINC,
>BCRG2WH095056Z,"BUL. C/RED. C/ CUAD. G2 3/8-WH- 2,1/4 ZINC",
>BCRG2WH095063Z,"BUL. C/RED. C/ CUAD. G2 3/8-WH- 2,1/2 ZINC",
>BCRG2WH095070Z,"BUL. C/RED. C/ CUAD. G2 3/8-WH- 2,3/4 ZINC",
>BCRG2WH095076Z,BUL. C/RED. C/ CUAD. G2 3/8-WH- 3 ZINC,
>BCRG2WH095082Z,"BUL. C/RED. C/ CUAD. G2 3/8-WH- 3,1/4 ZINC",
>BCRG2WH095090Z,"BUL. C/RED. C/ CUAD. G2 3/8-WH- 3,1/2 ZINC",
>BCRG2WH095110Z,"BUL. C/RED. C/ CUAD. G2 3/8-WH- 4,1/2 ZINC",
>BCRG2WH095125Z,BUL. C/RED. C/ CUAD. G2 3/8-WH- 5 ZINC,
>BCRG2WH125076Z,BUL. C/RED. C/ CUAD. G2 1/2-WH- 3 ZINC,
>BCRG2WH125090Z,"BUL. C/RED. C/ CUAD. G2 1/2-WH- 3,1/2 ZINC",
>BCRG2WH125125Z,BUL. C/RED. C/ CUAD. G2 1/2-WH- 5 ZINC,
>BCRG2WH125155Z,BUL. C/RED. C/ CUAD. G2 1/2-WH- 6 ZINC,
>BCRG2WH125175Z,BUL. C/RED. C/ CUAD. G2 1/2-WH- 7 ZINC,
>FM04012D,TOR. FIX. P/MAD.F 3 x 12 DICRO,
>FM04016D,TOR. FIX. P/MAD.F 3 x 16 DICRO,
>FM04020D,TOR. FIX. P/MAD.F 3 x 20 DICRO,
>FM04025D,TOR. FIX. P/MAD.F 3 x 25 DICRO,
>FM04030D,TOR. FIX. P/MAD.F 3 x 30 DICRO,
>FM05012D,"TOR. FIX. P/MAD.F 3,5 x 12 DICRO",
>FM05016D,"TOR. FIX. P/MAD.F 3,5 x 16 DICRO",
>FM05020D,"TOR. FIX. P/MAD.F 3,5 x 20 DICRO",
>FM05025D,"TOR. FIX. P/MAD.F 3,5 x 25 DICRO",
>FM05030D,"TOR. FIX. P/MAD.F 3,5 x 30 DICRO",
>FM05035D,"TOR. FIX. P/MAD.F 3,5 x 35 DICRO",
>FM05040D,"TOR. FIX. P/MAD.F 3,5 x 40 DICRO",
>FM06012D,TOR. FIX. P/MAD.F 4 x 12 DICRO,
>FM06016D,TOR. FIX. P/MAD.F 4 x 16 DICRO,
>FM06020D,TOR. FIX. P/MAD.F 4 x 20 DICRO,
>FM06025D,TOR. FIX. P/MAD.F 4 x 25 DICRO,
>FM06030D,TOR. FIX. P/MAD.F 4 x 30 DICRO,
>FM06035D,TOR. FIX. P/MAD.F 4 x 35 DICRO,
>FM06040D,TOR. FIX. P/MAD.F 4 x 40 DICRO,
>FM06045D,TOR. FIX. P/MAD.F 4 x 45 DICRO,
>FM06050D,TOR. FIX. P/MAD.F 4 x 50 DICRO,
>FM08020D,"TOR. FIX. P/MAD.F 4,5 x 20 DICRO",
>FM08025D,"TOR. FIX. P/MAD.F 4,5 x 25 DICRO",
>FM08030D,"TOR. FIX. P/MAD.F 4,5 x 30 DICRO",
>FM08035D,"TOR. FIX. P/MAD.F 4,5 x 35 DICRO",
>FM08040D,"TOR. FIX. P/MAD.F 4,5 x 40 DICRO",
>FM08045D,"TOR. FIX. P/MAD.F 4,5 x 45 DICRO",
>FM08050D,"TOR. FIX. P/MAD.F 4,5 x 50 DICRO",
>FM08060D,"TOR. FIX. P/MAD.F 4,5 x 60 DICRO",
>FM10025D,TOR. FIX. P/MAD.F 5 x 25 DICRO,
>FM10030D,TOR. FIX. P/MAD.F 5 x 30 DICRO,
>FM10035D,TOR. FIX. P/MAD.F 5 x 35 DICRO,
>FM10040D,TOR. FIX. P/MAD.F 5 x 40 DICRO,
>FM10045D,TOR. FIX. P/MAD.F 5 x 45 DICRO,
>FM10050D,TOR. FIX. P/MAD.F 5 x 50 DICRO,
>FM10060D,TOR. FIX. P/MAD.F 5 x 60 DICRO,
>FM10070D,TOR. FIX. P/MAD.F 5 x 70 DICRO,
>FM10080D,TOR. FIX. P/MAD.F 5 x 80 DICRO,
>FM10090D,TOR. FIX. P/MAD.F 5 x 90 DICRO,
>FM12040D,TOR. FIX. P/MAD.F 6 x 40 DICRO,
>FM12050D,TOR. FIX. P/MAD.F 6 x 50 DICRO,
>FM12060D,TOR. FIX. P/MAD.F 6 x 60 DICRO,
>FM12070D,TOR. FIX. P/MAD.F 6 x 70 DICRO,
>FM12080D,TOR. FIX. P/MAD.F 6 x 80 DICRO,
>FM12090D,TOR. FIX. P/MAD.F 6 x 90 DICRO,
>FM12100D,TOR. FIX. P/MAD.F 6 x 100 DICRO,
>EMBO,EMBOLSADO,
>AP125B10D,ARANDELA PLANA DIN125B10DICRO,
>AC08,ARANDELA CONICA M8,
>PACG10MA08020N,"PRIS. ALLEN C/CIL.G10 M8-1,25-20N",
>BCRG5MA10025D,"BUL.C/RED.C/CUAD,G5 M10-1,5-25 DICRO",
>BCRG5MA10040D,"BUL.C/RED.C/CUAD,G5 M10-1,5-40 DICRO",
>BCRG5MA12030D,"BUL.C/RED.C/CUAD. (8.8) M12X1,75-30 DICRO",
>PCCG2NC065019N,PRIS.C/CUADRADA G2 1/4-UNC-3/4,
>PCCG2NC065025N,PRIS.C/CUADRADA G2 1/4XUNC-1,
>PCCG2NC795019N,PRIS.C/CUADRADA G2 5/16-UNC-3/4,
>PCCG2NC095019N,PRIS.C/CUADRADA G2 3/8-UNC-3/4,
>PCCG2NC095022N,PRIS.C/CUADRADA G2 3/8-UNC-7/8,
>PCCG2NC095025N,PRIS.C/CUADRADA G2 3/8-UNC-1,
>PCCG2NC095032N,"PRIS.C/CUADRADA G2 3/8-UNC-1,1/4",
>PCCG2NC125050N,PRIS.C/CUADRADA G2 1/2-WHT-2,
>PCCG2NC0160038N,"PRIS.C/CUADRADA G2 5/8-UNC-1,1/2",
>RHT047042Z,REMACHE HO.TUBULAR 3/16X42 ZINC,
>RHT047028Z,REMACHE HO.TUBULAR 3/16X28 ZINC,
>RHT047048Z,REMACHE HO.TUBULAR 3/16X48 ZINC,
>RHT047039Z,REMACHE HO.TUBULAR 3/16X39 ZINC,
>RHT046068Z,"REMACHE HO.TUBULAR 4,65X68ZINC",
>RHT063050Z,"REMACHE HO.TUBULAR 6,35X50,8ZINC",
>XJAN08014Z,AUTOPERF.C/FIJ.FLANGE PTA AGUJA NÂª 8 x 9/16 ZINC,ARANDELAS PLANAS 9/16
>AS07015,"ARANDELA  SEGURIDAD 7( 6,5X15)",
>BHG5NC220165D,"BULON HEXAGONAL G5 7/8-UNC-6,1/2 DICRO",
>BCRG2WH065050Z,BUL. C/RED. C/ CUAD. G2 1/4-WH- 2 ZINC,
>BCRG2WH065063Z,"BUL. C/RED. C/ CUAD. G2 1/4-WH- 2,1/2 ZINC",
>BCRG2WH065070Z,"BUL. C/RED. C/ CUAD. G2 1/4-WH- 2,3/4 ZINC",
>BCRG2WH065076Z,BUL. C/RED. C/ CUAD. G2 1/4-WH- 3 ZINC,
>BCRG2WH065082Z,"BUL. C/RED. C/ CUAD. G2 1/4-WH- 3,1/4 ZINC",
>BCRG2WH065090Z,"BUL. C/RED. C/ CUAD. G2 1/4-WH- 3,1/2 ZINC",
>BCRG2WH079025Z,BUL. C/RED. C/ CUAD. G2 5/16-WH- 1 ZINC,
>BCRG2WH079032Z,"BUL. C/RED. C/ CUAD. G2 5/16-WH- 1,1/4 ZINC",
>BCRG2WH079038Z,"BUL. C/RED. C/ CUAD. G2 5/16-WH- 1,1/2 ZINC",
>BCRG2WH079100Z,BUL. C/RED. C/ CUAD. G2 5/16-WH- 4 ZINC,
>BCRG2WH079110Z,"BUL. C/RED. C/ CUAD. G2 5/16-WH- 4,1/2 ZINC",
>BCRG2WH079125Z,BUL. C/RED. C/ CUAD. G2 5/16-WH- 5 ZINC,
>BCRG2WH079140Z,"BUL. C/RED. C/ CUAD. G2 5/16-WH- 5,1/2 ZINC",
>BCRG2WH079155Z,BUL. C/RED. C/ CUAD. G2 5/16-WH- 6 ZINC,
>BCRG2WH079175Z,BUL. C/RED. C/ CUAD. G2 5/16-WH- 7 ZINC,
>BCRG2WH079200Z,BUL. C/RED. C/ CUAD. G2 5/16-WH- 8 ZINC,
>BCRG2WH095032Z,"BUL. C/RED. C/ CUAD. G2 3/8-WH- 1,1/4 ZINC",
>BCRG2WH095038Z,"BUL. C/RED. C/ CUAD. G2 3/8-WH- 1,1/2 ZINC",
>BCRG2WH095044Z,"BUL. C/RED. C/ CUAD. G2 3/8-WH- 1,3/4 ZINC",
>BCRG2WH095100Z,BUL. C/RED. C/ CUAD. G2 3/8-WH- 4 ZINC,
>BCRG2WH095140Z,"BUL. C/RED. C/ CUAD. G2 3/8-WH- 5,1/2 ZINC",
>BCRG2WH095155Z,BUL. C/RED. C/ CUAD. G2 3/8-WH- 6 ZINC,
>BCRG2WH095175Z,BUL. C/RED. C/ CUAD. G2 3/8-WH- 7 ZINC,
>BCRG2WH095200Z,BUL. C/RED. C/ CUAD. G2 3/8-WH- 8 ZINC,
>BCRG2WH125025Z,BUL. C/RED. C/ CUAD. G2 1/2-WH- 1 ZINC,
>BCRG2WH125032Z,"BUL. C/RED. C/ CUAD. G2 1/2-WH- 1,1/4 ZINC",
>BCRG2WH125038Z,"BUL. C/RED. C/ CUAD. G2 1/2-WH- 1,1/2 ZINC",
>BCRG2WH125044Z,"BUL. C/RED. C/ CUAD. G2 1/2-WH- 1,3/4 ZINC",
>BCRG2WH125050Z,BUL. C/RED. C/ CUAD. G2 1/2-WH- 2 ZINC,
>BCRG2WH125056Z,"BUL. C/RED. C/ CUAD. G2 1/2-WH- 2,1/4 ZINC",
>BCRG2WH125063Z,"BUL. C/RED. C/ CUAD. G2 1/2-WH- 2,1/2 ZINC",
>BCRG2WH125070Z,"BUL. C/RED. C/ CUAD. G2 1/2-WH- 2,3/4 ZINC",
>BCRG2WH125082Z,"BUL. C/RED. C/ CUAD. G2 1/2-WH- 3,1/4 ZINC",
>BCRG2WH125100Z,BUL. C/RED. C/ CUAD. G2 1/2-WH- 4 ZINC,
>BCRG2WH125110Z,"BUL. C/RED. C/ CUAD. G2 1/2-WH- 4,1/2 ZINC",
>BCRG2WH125140Z,"BUL. C/RED. C/ CUAD. G2 1/2-WH- 5,1/2 ZINC",
>BCRG2WH125200Z,BUL. C/RED. C/ CUAD. G2 1/2-WH- 8 ZINC,
>BCRG2WH047012Z,BUL. C/RED. C/ CUAD. G2 3/16-WH- 1/2 ZINC,
>BCRG2WH047016Z,BUL. C/RED. C/ CUAD. G2 3/16-WH- 5/8 ZINC,
>BCRG2WH047019Z,BUL. C/RED. C/ CUAD. G2 3/16-WH- 3/4 ZINC,
>BCRG2WH047022Z,BUL. C/RED. C/ CUAD. G2 3/16-WH- 7/8 ZINC,
>BCRG2WH047025Z,BUL. C/RED. C/ CUAD. G2 3/16-WH- 1 ZINC,
>BCRG2WH047032Z,"BUL. C/RED. C/ CUAD. G2 3/16-WH- 1,1/4 ZINC",
>BCRG2WH047038Z,"BUL. C/RED. C/ CUAD. G2 3/16-WH- 1,1/2 ZINC",
>BCRG2WH047044Z,"BUL. C/RED. C/ CUAD. G2 3/16-WH- 1,3/4 ZINC",
>BCRG2WH047050Z,BUL. C/RED. C/ CUAD. G2 3/16-WH- 2 ZINC,
>BCRG2WH047056Z,"BUL. C/RED. C/ CUAD. G2 3/16-WH- 2,1/4 ZINC",
>BCRG2WH047063Z,"BUL. C/RED. C/ CUAD. G2 3/16-WH- 2,1/2 ZINC",
>BCRG2WH047070Z,"BUL. C/RED. C/ CUAD. G2 3/16-WH- 2,3/4 ZINC",
>BCRG2WH047076Z,BUL. C/RED. C/ CUAD. G2 3/16-WH- 3 ZINC,
>BCRG2WH065012Z,BUL. C/RED. C/ CUAD. G2 1/4-WH- 1/2 ZINC,
>BCRG2WH065016Z,BUL. C/RED. C/ CUAD. G2 1/4-WH- 5/8 ZINC,
>BCRG2WH065019Z,BUL. C/RED. C/ CUAD. G2 1/4-WH- 3/4 ZINC,
>BCRG2WH065022Z,BUL. C/RED. C/ CUAD. G2 1/4-WH- 7/8 ZINC,
>BCRG2WH065100Z,BUL. C/RED. C/ CUAD. G2 1/4-WH- 4 ZINC,
>BCRG2WH065110Z,"BUL. C/RED. C/ CUAD. G2 1/4-WH- 4,1/2 ZINC",
>BCRG2WH065125Z,BUL. C/RED. C/ CUAD. G2 1/4-WH- 5 ZINC,
>BCRG2WH065140Z,"BUL. C/RED. C/ CUAD. G2 1/4-WH- 5,1/2 ZINC",
>BCRG2WH065155Z,BUL. C/RED. C/ CUAD. G2 1/4-WH- 6 ZINC,
>BCRG2WH079019Z,BUL. C/RED. C/ CUAD. G2 5/16-WH- 3/4 ZINC,
>BCRG2WH079022Z,BUL. C/RED. C/ CUAD. G2 5/16-WH- 7/8 ZINC,
>BCRG2WH079228Z,BUL. C/RED. C/ CUAD. G2 5/16-WH- 9 ZINC,
>BCRG2WH079254Z,BUL. C/RED. C/ CUAD. G2 5/16-WH- 10 ZINC,
>BCRG2WH095025Z,BUL. C/RED. C/ CUAD. G2 3/8-WH- 1 ZINC,
>BCRG2WH095228Z,BUL. C/RED. C/ CUAD. G2 3/8-WH- 9 ZINC,
>BCRG2WH095254Z,BUL. C/RED. C/ CUAD. G2 3/8-WH- 10 ZINC,
>BCRG2WH110025Z,BUL. C/RED. C/ CUAD. G2 7/16-WH- 1 ZINC,
>BCRG2WH110032Z,"BUL. C/RED. C/ CUAD. G2 7/16-WH- 1,1/4 ZINC",
>BCRG2WH110038Z,"BUL. C/RED. C/ CUAD. G2 7/16-WH- 1,1/2 ZINC",
>BCRG2WH110044Z,"BUL. C/RED. C/ CUAD. G2 7/16-WH- 1,3/4 ZINC",
>BCRG2WH110050Z,BUL. C/RED. C/ CUAD. G2 7/16-WH- 2 ZINC,
>BCRG2WH110056Z,"BUL. C/RED. C/ CUAD. G2 7/16-WH- 2,1/4 ZINC",
>BCRG2WH110063Z,"BUL. C/RED. C/ CUAD. G2 7/16-WH- 2,1/2 ZINC",
>BCRG2WH110070Z,"BUL. C/RED. C/ CUAD. G2 7/16-WH- 2,3/4 ZINC",
>BCRG2WH110076Z,BUL. C/RED. C/ CUAD. G2 7/16-WH- 3 ZINC,
>BCRG2WH110082Z,"BUL. C/RED. C/ CUAD. G2 7/16-WH- 3,1/4 ZINC",
>BCRG2WH110090Z,"BUL. C/RED. C/ CUAD. G2 7/16-WH- 3,1/2 ZINC",
>BCRG2WH110100Z,BUL. C/RED. C/ CUAD. G2 7/16-WH- 4 ZINC,
>BCRG2WH110110Z,"BUL. C/RED. C/ CUAD. G2 7/16-WH- 4,1/2 ZINC",
>BCRG2WH110125Z,BUL. C/RED. C/ CUAD. G2 7/16-WH- 5 ZINC,
>BCRG2WH110140Z,"BUL. C/RED. C/ CUAD. G2 7/16-WH- 5,1/2 ZINC",
>BCRG2WH110155Z,BUL. C/RED. C/ CUAD. G2 7/16-WH- 6 ZINC,
>BCRG2WH110175Z,BUL. C/RED. C/ CUAD. G2 7/16-WH- 7 ZINC,
>BCRG2WH110200Z,BUL. C/RED. C/ CUAD. G2 7/16-WH- 8 ZINC,
>BCRG2WH110228Z,BUL. C/RED. C/ CUAD. G2 7/16-WH- 9 ZINC,
>BCRG2WH110254Z,BUL. C/RED. C/ CUAD. G2 7/16-WH- 10 ZINC,
>BCRG2WH110280Z,BUL. C/RED. C/ CUAD. G2 7/16-WH- 11 ZINC,
>BCRG2WH110305Z,BUL. C/RED. C/ CUAD. G2 7/16-WH- 12 ZINC,
>BCRG2WH125228Z,BUL. C/RED. C/ CUAD. G2 1/2-WH- 9 ZINC,
>BCRG2WH125254Z,BUL. C/RED. C/ CUAD. G2 1/2-WH- 10 ZINC,
>BCRG2WH140056Z,"BUL. C/RED. C/ CUAD. G2 9/16-WH- 2,1/4 ZINC",ARANDELAS PLANAS 9/16
>BCRG2WH140110Z,"BUL. C/RED. C/ CUAD. G2 9/16-WH- 4,1/2 ZINC",ARANDELAS PLANAS 9/16
>BCRG2WH140125Z,BUL. C/RED. C/ CUAD. G2 9/16-WH- 5 ZINC,ARANDELAS PLANAS 9/16
>BCRG2WH140155Z,BUL. C/RED. C/ CUAD. G2 9/16-WH- 6 ZINC,ARANDELAS PLANAS 9/16
>BCRG2WH140175Z,BUL. C/RED. C/ CUAD. G2 9/16-WH- 7 ZINC,ARANDELAS PLANAS 9/16
>BCRG2WH140228Z,BUL. C/RED. C/ CUAD. G2 9/16-WH- 9 ZINC,ARANDELAS PLANAS 9/16
>BCRG2WH140254Z,BUL. C/RED. C/ CUAD. G2 9/16-WH- 10 ZINC,ARANDELAS PLANAS 9/16
>BCRG2WH140280Z,BUL. C/RED. C/ CUAD. G2 9/16-WH- 11 ZINC,ARANDELAS PLANAS 9/16
>BCRG2WH140305Z,BUL. C/RED. C/ CUAD. G2 9/16-WH- 12 ZINC,ARANDELAS PLANAS 9/16
>BCRG2WH160050Z,BUL. C/RED. C/ CUAD. G2 5/8-WH- 2 ZINC,
>BCRG2WH160056Z,"BUL. C/RED. C/ CUAD. G2 5/8-WH- 2,1/4 ZINC",
>BCRG2WH160063Z,"BUL. C/RED. C/ CUAD. G2 5/8-WH- 2,1/2 ZINC",
>BCRG2WH160070Z,"BUL. C/RED. C/ CUAD. G2 5/8-WH- 2,3/4 ZINC",
>BCRG2WH160076Z,BUL. C/RED. C/ CUAD. G2 5/8-WH- 3 ZINC,
>BCRG2WH160082Z,"BUL. C/RED. C/ CUAD. G2 5/8-WH- 3,1/4 ZINC",
>BCRG2WH160090Z,"BUL. C/RED. C/ CUAD. G2 5/8-WH- 3,1/2 ZINC",
>BCRG2WH160100Z,BUL. C/RED. C/ CUAD. G2 5/8-WH- 4 ZINC,
>BCRG2WH160110Z,"BUL. C/RED. C/ CUAD. G2 5/8-WH- 4,1/2 ZINC",
>BCRG2WH160125Z,BUL. C/RED. C/ CUAD. G2 5/8-WH- 5 ZINC,
>BCRG2WH160140Z,"BUL. C/RED. C/ CUAD. G2 5/8-WH- 5,1/2 ZINC",
>BCRG2WH160155Z,BUL. C/RED. C/ CUAD. G2 5/8-WH- 6 ZINC,
>BCRG2WH160175Z,BUL. C/RED. C/ CUAD. G2 5/8-WH- 7 ZINC,
>BCRG2WH160200Z,BUL. C/RED. C/ CUAD. G2 5/8-WH- 8 ZINC,
>BCRG2WH160228Z,BUL. C/RED. C/ CUAD. G2 5/8-WH- 9 ZINC,
>BCRG2WH160254Z,BUL. C/RED. C/ CUAD. G2 5/8-WH- 10 ZINC,
>BCRG2WH160305Z,BUL. C/RED. C/ CUAD. G2 5/8-WH- 12 ZINC,
>FM03010D,"TOR. FIX. P/MAD.F 2,5 x 10 DICRO",
>FM03012D,"TOR. FIX. P/MAD.F 2,5 x 12 DICRO",
>FM03016D,"TOR. FIX. P/MAD.F 2,5 x 16 DICRO",
>FM03020D,"TOR. FIX. P/MAD.F 2,5 x 20 DICRO",
>FM04010D,TOR. FIX. P/MAD.F 3 x 10 DICRO,
>FM05045D,"TOR. FIX. P/MAD.F 3,5 x 45 DICRO",
>FM05050D,"TOR. FIX. P/MAD.F 3,5 x 50 DICRO",
>FM06060D,TOR. FIX. P/MAD.F 4 x 60 DICRO,
>FM06070D,TOR. FIX. P/MAD.F 4 x 70 DICRO,
>FM08016D,"TOR. FIX. P/MAD.F 4,5 x 16 DICRO",
>FM10100D,TOR. FIX. P/MAD.F 5 x 100 DICRO,
